calories_burned
288.0
116.2
499.7
112.6
122.1
443.1
397.1
161.5
575.8
212.9
248.9
189.2
274.6
1047.5
194.4
285.0
796.5
899.5
808.7
622.1
439.4
231.2
144.2
498.9
526.6
227.2
114.8
314.9
284.6
206.1
365.3
133.6
116.5
505.4
966.6
660.3
156.9
714.7
260.5
113.7
422.7
746.2
148.8
163.3
582.7
224.1
425.8
93.6
104.3
381.6
369.5
166.2
180.8
602.6
128.0
117.9
649.4
327.3
60.0
351.4
599.7
505.9
136.7
464.3
136.9
245.4
495.8
850.8
281.6
491.9
214.1
420.8
594.7
112.1
165.5
152.4
530.2
230.3
485.8
106.8
689.2
122.1
186.1
188.1
139.9
394.2
204.1
300.0
89.9
234.6
335.9
736.7
626.9
279.6
104.0
860.8
433.5
104.1
160.9
660.8
366.7
933.0
172.1
650.9
171.6
404.4
214.5
190.4
364.5
335.3
313.1
704.5
760.7
697.3
341.0
201.9
197.4
287.5
136.2
565.6
362.4
205.3
311.2
608.5
218.9
100.8
785.4
164.5
271.4
519.1
440.1
524.7
161.1
255.1
115.9
206.0
219.2
430.9
129.8
332.1
218.0
470.3
520.9
204.6
831.9
270.0
117.2
303.5
500.5
101.7
376.0
161.9
201.9
752.9
147.8
47.2
203.5
419.2
546.9
183.1
147.0
277.5
665.6
545.3
324.6
318.5
594.1
307.3
394.0
102.8
247.0
342.5
482.0
790.5
166.8
880.9
83.0
282.0
144.0
634.4
568.8
174.7
603.1
165.4
187.9
142.0
499.0
383.6
182.0
314.6
458.0
109.0
378.1
582.0
337.5
401.9
473.3
183.2
103.0
173.0
290.7
199.4
181.3
211.4
182.5
289.2
420.9
215.9
293.6
396.9
780.1
789.2
254.9
403.6
129.7
375.8
542.5
353.9
503.4
420.5
98.0
544.6
181.9
545.9
211.4
693.2
177.1
478.9
142.3
178.8
189.2
93.8
309.2
295.4
371.5
104.1
617.4
77.6
276.6
228.7
735.1
550.2
133.5
141.2
156.4
187.7
434.9
462.9
350.9
142.6
585.1
268.0
313.9
827.6
580.1
143.8
345.3
622.5
338.6
278.4
146.2
127.1
118.9
928.7
106.5
337.7
608.3
152.0
432.8
300.6
266.6
370.4
234.4
451.4
607.5
621.6
249.6
296.1
158.7
562.9
222.5
617.9
763.7
464.4
694.2
105.2
223.2
547.9
221.2
140.2
173.6
208.8
298.0
931.4
169.6
355.1
105.1
326.2
73.1
319.3
124.3
384.0
239.0
123.2
564.3
680.1
866.7
352.9
220.7
669.1
237.7
130.6
88.6
600.5
772.0
625.3
483.9
195.3
238.5
134.5
884.0
775.5
620.7
618.7
616.4
173.4
236.1
661.6
469.9
311.5
242.2
850.7
105.2
774.0
125.9
369.2
628.2
123.8
226.5
266.3
115.8
347.6
357.6
385.1
94.1
364.3
282.6
644.6
656.1
360.1
681.8
131.3
444.7
758.3
290.3
162.2
317.4
201.1
699.0
188.7
666.2
59.9
282.7
245.0
179.3
225.3
150.4
114.0
192.8
133.5
197.3
498.3
525.2
437.5
182.4
187.0
191.5
203.1
581.8
502.4
187.4
459.0
218.1
142.5
115.2
658.6
430.7
244.6
144.2
347.4
172.8
167.0
337.5
717.2
1338.2
253.7
64.1
439.5
416.4
133.1
579.2
275.3
827.2
250.5
570.9
215.2
822.2
369.5
764.0
726.6
397.0
261.9
547.0
382.7
233.3
285.7
985.4
674.3
290.7
162.9
436.1
178.3
163.2
277.6
205.1
277.0
270.2
228.9
283.4
240.5
757.2
129.8
159.6
576.2
319.7
410.0
282.8
474.3
155.2
234.7
691.3
672.7
419.8
236.9
466.7
168.7
505.8
651.3
164.1
114.3
379.8
411.8
133.1
89.0
299.5
140.6
387.6
386.4
187.0
246.6
391.0
351.9
295.5
396.1
123.8
109.4
666.7
313.2
616.5
228.2
564.1
260.2
644.5
168.3
100.2
152.1
281.6
318.2
151.9
260.6
503.1
176.9
115.2
585.5
602.5
114.9
193.2
192.4
150.5
741.1
225.8
367.1
386.2
257.3
440.9
203.3
559.3
726.4
209.2
220.3
242.1
238.5
130.1
725.2
336.8
143.0
418.8
214.5
331.0
311.3
322.6
192.2
153.1
316.3
253.7
343.9
115.1
118.0
86.3
557.6
478.3
433.7
458.3
1029.2
544.9
137.7
642.4
781.1
366.2
250.2
84.1
357.7
839.0
631.6
574.7
170.3
450.3
192.1
400.6
194.8
710.0
180.3
795.0
110.7
657.4
460.3
195.8
164.0
109.6
315.4
522.5
142.6
225.4
229.5
362.8
824.7
466.2
207.5
317.1
113.5
131.0
526.4
233.7
542.0
93.8
251.7
211.2
80.3
506.0
267.5
357.1
379.7
212.4
330.9
348.3
553.0
222.3
168.2
752.1
88.5
220.9
188.1
275.6
164.3
146.2
159.4
280.8
134.5
561.9
134.3
381.2
525.1
279.9
304.7
77.2
149.1
598.6
464.3
564.7
355.3
607.3
1024.0
220.6
357.7
194.2
174.1
705.6
355.6
520.0
227.9
190.1
160.4
594.8
776.5
353.8
586.2
257.4
200.0
164.8
557.6
169.1
413.9
115.8
105.8
107.7
168.1
636.2
525.5
188.1
179.5
240.6
194.0
340.4
495.2
188.5
193.8
157.8
187.2
209.8
381.7
466.9
197.0
116.4
965.6
183.8
174.2
548.4
513.7
209.7
470.9
174.2
258.7
503.0
188.4
535.9
300.1
147.2
363.9
588.4
1302.1
293.2
112.6
793.5
107.4
269.8
456.4
575.5
1238.4
476.5
306.5
140.6
89.5
603.0
215.8
107.1
685.6
292.8
207.0
128.5
170.3
272.3
221.4
538.1
145.1
254.5
106.3
176.9
210.1
280.9
570.3
179.5
653.6
125.1
675.7
230.9
574.8
518.1
191.8
159.8
401.2
305.0
236.6
199.4
395.3
209.9
389.5
115.2
405.6
509.6
67.4
189.9
589.3
306.1
446.5
272.8
188.5
355.5
263.8
245.3
353.4
254.1
167.8
75.9
304.7
321.7
168.4
234.0
187.8
383.1
535.3
156.9
328.7
166.7
537.4
494.6
480.4
759.3
188.6
616.5
112.0
195.8
752.5
131.9
77.1
468.4
247.6
171.5
231.6
193.2
102.1
279.5
158.8
279.3
213.3
156.1
141.0
210.7
786.8
106.3
128.9
182.9
96.9
421.3
315.6
553.2
320.8
772.6
497.2
91.2
1311.7
146.2
561.5
167.8
267.4
749.9
685.3
232.5
382.7
128.1
155.0
